Dialogue,Label,,,
yang berhormat tan sri,None,,,
"“cukup bilang bagi majlis mesyuarat dan jawatankuasa sebuah majlis mesyuarat hendaklah mengandungi 26 orang ahli tidak termasuk pengerusi.”

saya kira kat sini kurang daripada 26 ahli, yang berhormat tan sri?",Question,,,
"setiausaha, tolong kira jap.",None,,,
"saya punya time itu tak stop tadi, tan

sri... [ketawa]",None,,,
"ya. kita short. setiausaha, sila bunyikan loceng. terima kasih. [loceng dibunyikan] [ahli-ahli dikira – 26 ahli hadir]",None,,,
"terima kasih. lubok antu, teruskan.",None,,,
"tiada penambahan masa, tan sri? satu minit?",None,,,
"ya, teruskan. saya akan bagi tambahan masa.",None,,,
"baik. terima kasih, tan sri. tanpa kemudahan asas seperti cctv dan internet ini pastinya akan menyukarkan pegawai imigresen yang bertugas di kompleks ini menjalankan tugas mereka dengan baik, dari segi kawalan keselamatan mahupun dalam menyelesaikan urusan kerja harian mereka. justeru itu, saya berharap agar kementerian dalam negeri dapat melihat kepada perkara ini ke arah memperkasakan kawasan persempadanan negara.

selain itu tan sri speaker, demi memperkasakan kawalan keselamatan di kawasan

sarawak-kalimantan, saya juga ingin mencadangkan pembinaan sebuah jajaran jalan raya yang baharu di sepanjang sempadan sarawak-kalimantan iaitu bermula daripada telok melano di selatan hingga ke lawas di utara.

untuk makluman, republik indonesia telah pun memulakan pembinaan jajaran jalan di sempadan negara indonesia-malaysia melalui pembinaan jalan nasional badau-empanang terletak di kawasan kapuas hulu, kalimantan barat dengan melibatkan kos sebanyak 191 bilion

rupiah, bersamaan dengan 54 juta.

sekiranya ia dapat direalisasikan, jajaran jalan raya di sarawak-kalimantan ini bukan sahaja akan memudahkan pergerakan penduduk dan barangan di kawasan pedalaman sarawak malah ianya dapat memperkasakan lagi kerja-kerja kawalan keselamatan di sekitar sempada

malaysia-indonesia. oleh itu, saya memohon pembinaan jajaran jalan sempadan sarawak-

kalimantan ini dapat diberikan pertimbangan sewajarnya supaya kita tidak terus ketinggalan berbanding republik indonesia yang kini dilihat amat serius dan komited dalam membangun ibu

kota nusantara mereka.

tan sri yang di-pertua, saya juga ingin menggunakan peluang ini mengucapkan tahniah kepada dato' mancha ata, seorang anak jati sarawak yang telah dilantik sebagai pesuruhjaya

polis berkuat kuasa pada 13 november 2023. realitinya mungkin pahit untuk didengar namun jujur saya katakan amat jarang bagi kita untuk mendengar pelantikan penjawat awam dari kalangan bumiputera sabah dan sarawak untuk menjawat jawatan yang tinggi dalam perkhidmatan awam di peringkat kerajaan persekutuan.

setakat tahun 2022, peratusan pegawai tertinggi kerajaan di kalangan bumiputera

sabah dan sarawak hanya pada sekitar 11 peratus. setakat tahun lalu, 90 peratus daripada 1.2 juta penjawat awam adalah terdiri daripada bumiputera. daripada jumlah tersebut, hanya 50 peratus masing-masing adalah dari kalangan bumiputera sabah dan sarawak. jelas wujudnya ketidakseimbangan dalam komposisi bumiputera sabah dan sarawak dalam perkhidmatan awam. saya berharap agar peratusan penjawat awam bumiputera sabah sarawak ini dapat ditingkatkan kepada 10 dan 20 peratus di masa yang akan datang agar lebih inklusif demi menjamin pencapaian perkhidmatan yang baik kepada rakyat.

maka, saya juga ingin mendapat perkembangan terkini daripada pihak jabatan

perkhidmatan awam dan suruhanjaya perkhidmatan awam mengenai komposisi kaum dalam perkhidmatan awam bagi tahun 2023. berapa ramai kah pegawai bumiputera sabah sarawak yang menjawat jawatan tertinggi dalam perkhidmatan awam persekutuan terutama bagi pangkat

jusa c, ke atas?

antara alasan yang sering didengar adalah lantikan ke jawatan tertinggi dalam perkhidmatan awam adalah berdasarkan merit. saya ingin bertanya kepada jpa dan spa, dari manakah ketelusan merit dinilai? dan adakah ia dari segi kuota kenegerian, pencapaian seseorang atau faktor lain? saya percaya ramai anak-anak sabah dan sarawak yang berkelayakan untuk memegang jawatan tertinggi dalam perkhidmatan awam ini masih lagi tidak diberi peluang untuk menggalas tugas di peringkat tertinggi.

saya juga terkilan mendengar isu yang dibangkitkan oleh sahabat saya yb igan mengenai masalah kekurangan guru di sarawak seperti tiada jalan penyelesaian. justeru itu, saya berharap agar lebih ramai anak-anak sabah sarawak terutama graduan yang sedang mencari pekerjaan dapat dilantik sebagai guru untuk berkhidmat di negeri mereka.

oleh yang demikian, saya berharap agar kerajaan perpaduan pada hari ini dapat melihat kepada keperluan ini untuk menilai semula pelantikan perkhidmatan awam di peringkat

persekutuan agar ia tidak terlalu mengutamakan atau menyisihkan kaum atau negeri tertentu.

tan sri yang di-pertua, sekian sahaja ucapan saya pada peringkat dasar pada kali ini.

hujahan saya yang lebih spesifik akan saya utarakan pada peringkat jawatankuasa kelak. oleh itu, sekian terima kasih tan sri yang di-pertua. saya mohon menyokong.",Motion,,,
terima kasih lubok antu. saya jemput putrajaya. 1.39 tgh.,None,,,
"terima kasih tan sri yang di-pertua.

assalamualaikum warahmatullahi wabarakatuh, dan salam sejahtera. hari ini kita kian hampir ke penghujung tahun 2023. ■1340

melihat situasi ekonomi global, geopolitik semasa dan krisis bekalan makanan dunia, tahun 2024 tentunya akan menjadi tahun yang jauh lebih mencabar dan penuh dengan ketidaktentuan. apatah lagi hari ini kita mencatatkan sejarah apabila nilai ringgit jatuh ke paras terendah sejak 25 tahun yang lalu... [tepuk]

saya baca tajuk bloomberg hari ini yang melaporkan, “ringgit falls to 25 years low, the worst performer in asia after yen, this year”. ini bukan soal lagi kerajaan, ini bukan soal pembangkang tetapi soal cabaran untuk negara kita.

cabaran global dan ketidaktentuan persekitaran dunia, tentunya memberi kesan kepada pertumbuhan ekonomi negara. imf dan bank dunia menjangka pertumbuhan ekonomi malaysia berada pada kadar 4.3 peratus bagi tahun 2024. sementara itu, kerajaan menjangka ekonomi akan bertumbuh sekitar empat peratus hingga lima peratus tetapi saya quote. “kerajaan yakin untuk mencapai pertumbuhan menghampiri lima peratus”.

di dalam kajian separuh penggal atau ksp rmke-12 yang dibentangkan pada 11

september 2023, sasaran kadar pertumbuhan tahunan terkompaun atau cagr bagi nilai kdnk

malaysia untuk tempoh rmke-12 2021-2025 adalah di antara lima hingga ke enam peratus.

pertumbuhan ekonomi bagi tahun 2021, 2022, 2023 masing-masing adalah 3.1 peratus, 8.7 peratus dan empat peratus. katakan kita mengambil pendekatan konservatif dengan jangkaan pertumbuhan ekonomi bagi 2024 adalah empat peratus, maka kita memerlukan pertumbuhan lebih lima peratus bagi tahun 2025 untuk memastikan sasaran pertumbuhan ekonomi sekurang- kurangnya lima peratus bagi rmke-12 menjadi kenyataan.

walaupun fokus pembentangan belanjawan pada hari jumaat lalu adalah kepada langkah-langkah yang akan dilaksanakan pada tahun 2024, kesan pelaksanaan langkah tersebut tentunya tidak akan berakhir pada tahun 2024. sebaliknya, kita tahu bahawa kesan pengganda, sama ada baik atau buruk daripada langkah belanjawan 2024 akan berterusan untuk tahun-tahun berikutnya. oleh yang demikian, adalah amat penting untuk langkah belanjawan 2024 memberi gambaran jelas tentang hala tuju dasar yang ingin dibawa oleh kerajaan.

sebarang kecelaruan dasar akan menimbulkan ketidaktentuan dalam kalangan rakyat, pemain industri, penganalisis pasaran serta peserta pasaran modal. sebagai contoh, dasar gaji

progresif. perkara ini banyak diulas oleh yang berhormat menteri ekonomi. namun sampai ke hari ini, kita tidak jelas tentang apakah model yang akan digunakan. awalnya ramai yang menjangka kerajaan akan menggunakan pendekatan yang mirip model gaji progresif di negara jiran singapura. di negara tersebut, model gaji progresif dilaksanakan secara mandatori iaitu diwajibkan untuk subsektor yang telah ditetapkan.

namun pada 7 ogos 2023, kerajaan menyatakan bahawa dasar gaji progresif yang akan dilaksanakan adalah bersifat sukarela, berteraskan insentif dan terkait dengan produktiviti.

penjelasan ini adalah mirip kepada productivity linked wage system atau plws atau sistem

gaji terkait dengan produktiviti yang sememangnya telah ada dan telah lama dilaksanakan secara sukarela.

pada 24 ogos 2023 pula, menteri ekonomi menyatakan, saya petik, “perdana menteri telah pun memberi anggaran awal tentang jumlah dana kerajaan tetapi itu akan kita umumkan dalam belanjawan 2024 pada bulan oktober ini. pelaksanaan gaji progresif ini dijangka pada bulan april atau mei. jadi anggaran perbelanjaan itu harus dilakukan melalui belanjawan”. ini yang disebut oleh menteri ekonomi pada 24 ogos 2023.

kemudian pada 26 september, menteri ekonomi menyatakan bahawa majikan akan menerima insentif tunai daripada kerajaan setelah mengemukakan dokumen berkaitan sebagai bukti. beliau berkata, saya petik. “insentif berbentuk tunai ini penting bagi menggalakkan majikan untuk menyertai dasar ini”. berdasarkan penjelasan ini, gambaran yang diberikan adalah majikan yang melaksanakan dasar gaji progresif akan diberikan subsidi oleh kerajaan.

jadi apabila belanjawan 2024 dibentangkan, tidak kedengaran sepatah pun disebut tentang dasar gaji progresif. apatah lagi tentang model dan tarikh pelaksanaannya, langsung tidak disebut. kecelaruan dasar ini menghantar isyarat yang tidak baik kepada kumpulan pekerja dan komuniti perniagaan. apakah sebenarnya yang hendak dilakukan oleh kerajaan berkaitan

dasar gaji progresif ini? adakah benar ianya akan melibatkan subsidi? jika benar, berapakah jumlahnya? apakah pemberian subsidi untuk tujuan dasar gaji progresif ini akan memberikan satu komitmen baru kepada perbelanjaan mengurus kerajaan?

sekiranya model gaji progresif ini masih belum diperincikan, tidak perlulah kerajaan terburu-buru dan terlalu awal umumkan bahawa komitmen kewangan berkaitan gaji progresif akan dimasukkan dalam belanjawan 2024. oleh itu...",None,,,
yang berhormat putrajaya.,None,,,
ya.,None,,,
"masjid tanah. saya hendak bertanya pada putrajayalah sebab kita banyak kali melihat dan juga membaca statement, kenyataan yang dikeluarkan oleh menteri ekonomi, saudara rafizi ramli berkenaan dengan gaji progresif ini. dan beliau begitu confident sekali, yakin, saya pun tak tahu macam mana dia boleh dapat keyakinan begitu untuk gaji progresif ini dimasukkan dalam bajet tetapi tiba-tiba tidak ada.

jadi, bagaimana kita nak berhadapan dengan rakyat untuk menjawab kerana terlalu banyak pertanyaan di luar?",Question,,,
"itu sebab saya kata tadi kita mungkin nampak perkara ini simple, ringkas ya tetapi kesannya kepada pasaran di luar sana, penganalisa pasaran, pelabur-pelabur melihat bahawa kerajaan umumkan sesuatu yang masih belum jelas, yang masih belum tahu di mana.

sebab itu saya ingin nasihatkan agar kerajaan berbincanglah dahulu dengan lebih terperinci berkaitan dengan cadangan dasar gaji progresif ini sebelum membuat sebarang kenyataan lanjut mengenainya. buat kerja elok-elok dahulu, bila dah ada kerangka jelas, barulah sembang kat luar sana. kami di sebelah pembangkang bersedia untuk menyokong apa jua pendekatan yang baik untuk rakyat malaysia... [tepuk] selain daripada kecelaruan...",Motion,,,
"putrajaya, laluan.",None,,,
"berkaitan dasar gaji progresif. sekejap saya habiskan. selain daripada kecelaruan berkaitan dasar gaji progresif, tidak ada kerangka dan mekanisme yang jelas tentang beberapa langkah yang diumumkan dalam belanjawan 2024.",None,,,
"(i) mekanisme berkaitan pengapungan harga ayam dan telur, adakah ia pengapungan terkawal atau ia memang pengapungan sepenuhnya?; (ii) mekanisme berkaitan penyasaran subsidi diesel, apakah mekanismenya?; (iii) mekanisme pelaksanaan cukai keuntungan modal bagi pelupusan saham tidak tersenarai oleh syarikat tempatan; dan (iv) mekanisme pelaksanaan cukai barangan bernilai tinggi.

adalah penting untuk kerajaan memberi penjelasan berkaitan perkara ini supaya semua pihak yang terlibat mendapat gambaran yang jelas dan menyeluruh termasuk rakyat yang pastinya menerima kesan langsung akibat pelaksanaan langkah-langkah ini.

tuan yang di-pertua, dalam persaingan ekonomi global, setiap negara mencari pendekatan baharu yang dapat memberikan impak positif paling optimum serta mampu meletakkan negara mereka jauh ke hadapan berbanding dengan negara lain. apatah lagi apabila pandemik covid-19 telah sedikit sebanyak mewujudkan padang persaingan yang hampir sama rata untuk sesetengah negara dalam sektor tertentu kerana sektor tersebut telah seolah-olah di reset semula, dengan izin.",None,,,
[bangun],None,,,
ya.,None,,,
"terima kasih tuan yang di-pertua dan terima kasih putrajaya. apa yang ingin saya bertanya, setuju atau tidak putrajaya berkaitan dengan currency yang disebutkan pada mula-mula ucapan tadi bahawa hari ini 4.76 yang terburuk dalam sejarah. dan kita dikatakan negara asia yang kedua terburuk kejatuhan ringgit berbanding dolar, berbanding yang pertama jepun.

persoalan saya, saya ada ceramah dan ucapan daripada tambun suatu ketika dulu mengatakan bahawa kegagalan dalam menjaga currency ini adalah kegagalan pimpinan ketika itu yang padahal ketika itu tak jatuh seteruk ini. apa pandangan yang berhormat putrajaya?",Question,,,
"terima kasih hulu terengganu. apabila kita bercakap tentang mata wang ini, tentunya kita tahu banyak faktor yang mempengaruhinya dan pada waktu itu dikatakan kepimpinan pada waktu itu yang menjadi punca, tetapi kalaulah kita pakai teori yang sama pada hari ini, dan itulah jawapan yang tentunya jelas bagi yang berhormat

hulu terengganu.. ■1350

namun begitu, yang saya hendak sentuh di sini merupakan satu komponen penting yang boleh dikaitkan juga dengan pengukuhan nilai ringgit. apabila saya sebut bahawa covid menyebabkan sektor-sektor tertentu di reset semula, antara sektor yang boleh dikatakan telah di reset semula akibat pandemik covid-19 adalah sektor pelancongan. setiap negara berlumba- lumba bukan sahaja untuk mendapatkan jumlah kehadiran pelancong yang lebih tinggi tetapi juga memastikan pelancong tersebut berbelanja bagi malaysia.

di dalam belanjawan 2024, dinyatakan bahawa saya petik, “malaysia juga kekal sebagai destinasi tumpuan pelancong. setakat ogos 2023 menyaksikan ketibaan pelancong asing hampir 13 juta pelancong iaitu lebih tiga kali ganda ketimbang tahun lalu.” itu saya petik daripada

ucapan belanjawan.

bunyinya, kedengaran seolah-olah menggambarkan ketibaan pelancong hampir 13 juta orang itu adalah satu pencapaian yang hebat kerana melibatkan peningkatan tiga kali ganda daripada tahun sebelumnya. suka saya ingatkan di sini bahawa sempadan negara mula dibuka semula pada bulan april 2022. jadi, perbandingan yang dibuat tersebut tidak memberi gambaran sebenar. kalau hendak melihat jumlah gandaan yang jauh lebih tinggi, bolehlah dibandingkan dengan tahun 2021.

di dalam ucapan belanjawan 2024 juga dinyatakan bahawa sasaran ketibaan bagi tahun

melawat malaysia 2026 adalah seramai 26.1 juta pelancong asing. melihat sasaran ketibaan pelancong bagi tahun 2026 ini, saya terkejut. kerana apa? kita perlu lihat data kehadiran pelancong ke negara kita sejak 10 tahun yang lalu. data jelas menunjukkan bahawa kehadiran pelancong ke malaysia telah mencecah hampir 26 juta orang bermula tahun 2013 lagi. bahkan pada tahun 2014, kehadiran pelancong adalah seramai lebih 27 juta orang. pada tahun 2016 pula, ketibaan pelancong adalah hampir 26 juta orang.

saya lihat sasaran ketibaan 26.1 juta orang pelancong bagi tahun melawat malaysia 2026 adalah sama dengan jumlah ketibaan pada tahun 2019 iaitu sebelum datangnya pandemik

covid-19. melihat sasaran tersebut, maknanya nothing new, business as usual. jika inilah pendekatannya, sukar untuk sektor pelancongan menjadi enjin pertumbuhan ekonomi negara.

sayang sekali, sektor yang amat berpotensi ini berpusing pada paksi yang sama tanpa sebarang perubahan setelah di reset semula akibat pandemik covid-19. low hanging fruit yang turut boleh menyumbang kepada pengukuhan nilai ringgit ini tidak dioptimumkan potensinya.

sedarkah kita sepertimana yang saya sebut tadi, nilai ringgit telah mencecah kadar terendah sejak 25 tahun yang lalu. kita perlu buat sesuatu dengan segera terutamanya low hanging fruit yang dapat meningkatkan permintaan terhadap ringgit.

oleh itu, saya mencadangkan agar kerajaan mewujudkan satu taskforce melibatkan kementerian dan agensi berkaitan bagi memastikan sektor pelancongan dapat dilonjakkan segera sebagai enjin penting pertumbuhan ekonomi negara. sebagaimana yang dinyatakan oleh

ketua pembangkang, fokus perlu diberikan kepada pelancongan bernilai tinggi selain daripada usaha untuk memastikan pelancong asing berbelanja sewaktu di negara ini. kerajaan boleh mempertimbangkan insentif khas untuk segmen tertentu pelancong seperti pelancongan kesihatan, pelancongan alam semula jadi serta meeting, incentives, conferences and exhibitions atau mice.

tuan yang di-pertua, berkaitan dengan sektor pelancongan juga. saya ingin menyentuh tentang pelan liberalisasi visa khususnya visa on arrival bagi menggalakkan kehadiran pelancong. dalam kita mengejar jumlah ketibaan pelancong yang lebih tinggi, adalah amat penting untuk kita pastikan pintu sempadan negara terus dikawal dengan ketat. banyak negara yang mempunyai sistem visa yang ketat tetapi masih mampu menarik ketibaan pelancong yang tinggi. kita tidak mahu ada pihak yang mengambil peluang kelonggaran sistem visa ini untuk masuk ke malaysia bagi tujuan selain pelancongan kerana tindakan ini akan mempunyai kesan jangka panjang yang besar kepada negara.

tuan yang di-pertua, kalau saya boleh minta sedikit masa lagi. menguruskan negara dalam menghadapi covid-19 telah memberi ruang kepada kerajaan perikatan nasional pada waktu itu untuk melihat penambahbaikan yang boleh dilaksanakan terhadap sistem penyampaian kerajaan khususnya berkaitan kebajikan dan kesejahteraan rakyat. dalam konteks perlindungan sosial rakyat, kita dapati maklumat dan data berkaitan bantuan yang diterima oleh rakyat disimpan di kementerian dan agensi pusat serta kerajaan negeri. tidak ada satu sistem yang mengintegrasikan maklumat dan data yang ada. ini menyebabkan bantuan kerajaan tidak dapat disalurkan kepada rakyat yang memerlukan dengan cekap dan berkesan.

untuk mewujudkan pangkalan data berpusat bagi menyelaras maklumat dan data berkaitan bantuan kerajaan kepada rakyat yang memerlukan, usaha untuk mewujudkan pangkalan data berpusat bagi menyelaras maklumat dan data berkaitan bantuan kerajaan kepada rakyat yang memerlukan telah dibincangkan dalam mesyuarat majlis tindakan ekonomi

negara pada 22 februari 2021 yang dipengerusikan oleh yang berhormat pagoh.

perkara berkaitan pewujudan pangkalan data perlindungan sosial rakyat ini dimasukkan dalam rancangan malaysia kedua belas yang telah dibentangkan di dewan rakyat pada 27

september 2021. membangun pangkalan data ini bukanlah sesuatu yang mudah. terdapat lebih 150 jenis bantuan yang disalurkan kepada rakyat melalui pelbagai kementerian dan agensi. itu belum termasuk bantuan yang disalurkan oleh kerajaan negeri dan badan-badan lain seperti pusat zakat.

ketika usaha dimulakan untuk mengintegrasikan data, ada bantuan yang disalurkan oleh kerajaan dan agensi pada waktu itu masih direkodkan secara manual. oleh itu, saya ingin merakamkan ucapan tahniah dan terima kasih kepada sahabat-sahabat penjawat awam di kementerian dan agensi yang ketika itu terlibat dalam usaha mengumpulkan maklumat dan data yang berkaitan.

tahniah dan terima kasih juga kepada jabatan perangkaan malaysia yang telah terlibat secara langsung membina pangkalan data tersebut. akhirnya pada 23 mac 2022, pangkalan",None,,,
"bantuan sosial (persekutuan) telah dilancarkan oleh perdana

menteri ketika itu, yang berhormat bera. pangkalan data perlindungan sosial turut ditambah baik dan kini dikenali sebagai pangkalan data utama atau padu. itulah sejarah pembinaan pangkalan data tersebut dan saya rekodkan sejarahnya di dewan yang mulia ini.

tuan yang di-pertua, sedikit lagi. hampir selesai topik, tan sri. tuan yang di-pertua, mewujudkan pangkalan data sahaja belum mencukupi dalam membentuk satu sistem perlindungan sosial yang menyeluruh, cekap dan berkesan. sebab itu di dalam tawaran perikatan

nasional untuk pru ke-15, kita nyatakan bahawa sekiranya perikatan nasional dapat membentuk kerajaan, perikatan nasional akan, saya petik, “menubuhkan myprihatin, sebuah pusat sehenti baharu dan pangkalan data tunggal untuk semua penyampaian bantuan kepada rakyat yang memerlukan”.

oleh itu, langkah seterusnya yang perlu diambil oleh kerajaan adalah untuk mewujudkan sebuah agensi tunggal yang akan berfungsi sebagai pusat sehenti bagi menyelaraskan bantuan kepada rakyat yang memerlukan. saya telah acap kali menyentuh tentang keperluan untuk menubuhkan agensi ini. pewujudan agensi tunggal ini sebenarnya tidak memerlukan perjawatan baharu sebaliknya pendekatan ini hanya memerlukan penjajaran anggota perkhidmatan awam yang terlibat dalam pelbagai program bantuan rakyat seperti jabatan kebajikan masyarakat.

selepas penjajaran dibuat, kerajaan boleh melihat sekiranya terdapat keperluan untuk menambah case officers dengan izin, bagi meneliti kes-kes tertentu perlindungan sosial yang memerlukan perhatian khusus. dalam hal ini, model centrelink di australia boleh dijadikan rujukan. berdasarkan model ini, kementerian dan agensi boleh merangka program dan inisiatif bantuan rakyat tetapi agensi tunggal akan membuat penilaian untuk melihat siapakah yang layak menerima bantuan dan berapakah bantuan yang layak diterima mereka. penilaian dibuat berpandukan maklumat di dalam pangkalan data bagi memastikan tiada pertindihan bantuan dan tidak ada seorang pun yang layak tertinggal daripada menerima bantuan. ■1400

oleh itu saya mencadangkan agar kerajaan menyegerakan penubuhan agensi tunggal ini. barang diingat cadangan pelaksanaan subsidi bersasar yang dibuat tanpa perwujudan satu jaringan keselamatan sosial yang ampuh akan menyebabkan ramai rakyat yang memerlukan tidak akan termasuk dalam kumpulan sasar khususnya mereka yang ketika ini ditakrifkan sebagai kumpulan m40. terima kasih tan sri yang di-pertua... [tepuk]",None,,,
sama-sama. saya jemput kudat. 2.00 ptg.,None,,,
